,Author,Date,text
788,Pat Moody,1/18/2018  10:00 AM,"Students who are engaged in both skilled manufacturing trades and construction trades at Lake Michigan College will be among the nearly 400 Michigan job-seekers who will get apprenticeship readiness training from the Michigan Talent Investment Agency. The LMC students will share in and overall pot of more than $1.8-million in the grant initiative.  Those job-seekers will receive apprenticeship readiness training to prepare them to enter, and succeed in, Registered Apprenticeship programs through the more than $1.8 million in grants. Going PRO Apprenticeship Readiness Initiative grants were recently awarded to 11 Michigan Works! Agencies, colleges and non-profit organizations across the state, including LMC.  Lake Michigan College specifically will get $180,000 for manufacturing and construction trades training programs.

Wanda Stokes is Director at the Talent Investment Agency. She says, ?Apprenticeship Readiness programs build the literacy, math, and work-readiness skills employers require for individuals to successfully enter into Registered Apprenticeships.? She adds, ?The training provided will ensure Michigan employees have the skills required for in-demand jobs and employers have the professional talent they need to grow and thrive.?  The Going PRO Apprenticeship Readiness initiative was established to expand and diversify Michigan Registered Apprenticeships, including the Michigan Advanced Technician Training (MAT2) Program. MAT2 addresses two critical issues facing the manufacturing and technology industries:  a widening skills gap and an aging workforce by combining theory, practice and work to train a globally competitive workforce."
789,Staff Report,1/18/2018  9:00 AM,"Employers are invited to apply for the Minnesota Apprenticeship Initiative grant to help them create or expand registered apprenticeship programs in advanced manufacturing, agriculture, health care, information technology and transportation.  Approved employers will receive funds to offset their costs related to program development, related instruction and supplies.  Employers can receive up to $5,000 for each registered apprentice.

""Apprenticeship is the gold standard to develop skilled employees,"" said Ken Peterson, commissioner, Department of Labor and Industry.  ""The apprenticeship model allows employers to build their business and grow a stronger workforce as they address the challenges of worker skills gaps, growing retirements and talent retention.""  In a recent study by the U.S. Department of Commerce, employers have found that developing talent through registered apprenticeships results in a more dedicated, flexible, and highly skilled workforce that is poised to rise into leadership positions and make employers more competitive."
796,Megan Rose Dickey,1/19/2017 4:00 PM,"Amazon and the U.S. Department of Labor have signed an agreement to create a registered apprenticeship program to train veterans for tech jobs at the online retail giant, the DOL announced today. Through ApprenticeshipUSA, people can earn a salary while learning the skills needed for the job. This comes after Amazon CEO Jeff Bezos announced last May the company?s goals to hire 25,000 veterans and spouses of military personnel over the next five years.  ?We are pleased that Amazon is joining the remarkable group of forward-looking organizations that are pursuing innovations in apprenticeship for the 21st century,? U.S. Secretary of Labor Deputy Chris Lu said in a press release. ?Partnerships like this one have reinvigorated our nation?s apprenticeship system, creating opportunity and pathways to prosperity for hundreds of thousands of Americans that will last for years to come.?

There are currently over 200 employers, colleges and labor organizations that have signed on to become part of the apprenticeship program. Amazon is one of the only major tech companies to create a registered apprenticeship program. Tesla Motors is listed as a company that offers registered apprenticeships, but that list does not include, for example, Apple, Google, Facebook and Microsoft."
797,Bryan Clark,1/19/2017 7:00 PM,"Amazon today signed an agreement with the US Department of Labor to create an apprenticeship program designed to aid military veterans as they attempt to re-enter the workforce.  Through ApprenticeshipUSA, veterans can take on paid internships at Amazon and learn the tech skills needed to move into good paying work, while securing the education needed to compete in an increasingly tech-oriented workforce.

US Secretary of Labor Deputy Chris Lu said:  ""We are pleased that Amazon is joining the remarkable group of forward-looking organizations that are pursuing innovations in apprenticeship for the 21st century. Partnerships like this one have reinvigorated our nation?s apprenticeship system, creating opportunity and pathways to prosperity for hundreds of thousands of Americans that will last for years to come.""  Amazon is one of 200 employers, colleges, and labor organizations that have signed on to provide these types of internships. Currently, though, the list lacks the heavyweights of the industry including Facebook, Apple, Google, and Microsoft. Fingers crossed that they?ll get on board in the near future."
801,James T. Madore,1/2/2018  9:30 AM,"The Joint Apprenticeship and Training Committee for Local 79 of the Construction and General Building Laborers union will begin taking applications on Friday for 200 skilled construction-craft laborer apprenticeships, officials said.  The recruitment will take place on the internet at mttf.org from 9 to 11 a.m. on weekdays through Jan. 18 or until 2,000 people have applied, whichever comes first.

Applicants who successfully complete the online form will receive a confirmation email and another form to complete and deliver in person to the Local 79 office, 42-53 21st St. in Long Island City, Queens, between 9 a.m. and 3 p.m. on weekdays.  Applicants must be 18 or older when the apprenticeship program begins, have a high school diploma or its equivalent, be physically able to do the work and pass a drug test."
803,Staff,1/20/2017 11:52 PM,"Folks worried about robots one day taking over our jobs can finally feel some relief.

Last May, Amazon CEO Jeff Bezos made a promise to hire 25,000 veterans and military spouses over the next five years.

The company is finally taking a huge step in fulfilling that.

On Thursday, the online retail giant announced its partnership with the U.S. Department of Labor to start an apprenticeship program that will provide paid, on-the-job training for tech careers at the company.

Amazon will also train 10,000 more veterans in cloud computing skills as part of the Joining Forces Initiative, championed by Michelle Obama and Dr. Jill Biden.

""We are pleased that Amazon is joining the remarkable group of forward-looking organizations that are pursuing innovations in apprenticeship for the 21st century,"" said the Obama administration's Deputy U.S. Secretary of Labor, Chris Lu, in a press release.

""Partnerships like this one have reinvigorated our nation's apprenticeship system, creating opportunity and pathways to prosperity for hundreds of thousands of Americans that will last for years to come.""

Amazon joins more than 200 other employers, colleges, and labor organizations that have signed on to the U.S. Department of Labor's ApprenticeshipUSA LEADERs program.

In 2016, more than 206,000 workers obtained paid workplace learning positions.

Currently, over 505,000 apprentices nationwide are training for skills needed in today's job market."
807,Staff Report,1/20/2018 3:00 AM,"For the third year, Adams State University will offer the summer High School Apprenticeship Research Program in Artificial Intelligence and Robotics, funded by a grant from the Army Research Office. Interested high school students must apply for the apprenticeships by February 28.  The apprenticeships are available to students who will be high school juniors and seniors in fall 2018. The $6,055 grant will allow two high school students to participate with faculty and university students in the Undergraduate Research Internship Program in Artificial Intelligence (AI) and Social Robotics, also funded by the U.S. Army. Both programs are directed by Dr. Matthew Iklé, Adams State professor of mathematics.

The eight-week apprenticeship program will be held from June 1 through July 31, 2018. Apprentices will earn $10 per hour for 25 hours per week for 8 weeks, as well as one credit hour for the experience from Adams State University.  ?We are seeking students who have demonstrated interest and taken coursework in computer programming, software development, scientific reasoning, robotics, or some combination of these,? said Iklé, who will mentor the apprentices. ?We will expect our apprentices to contribute ideas and suggestions to the entire team for experimental procedures.? Mathematics/Computer Science faculty members Dr. Comfort Cover and George Sellman will also participate in the research and guide students."
808,By Denise Allabaugh,1/21/2018 5:44 AM,"NANTICOKE - Since he was young, Wilkes-Barre resident Mark Gatusky wanted to be an electrician.

Both his grandfathers, his father and uncles were electricians and part of International Brotherhood of Electrical Workers Local Union 163.

Gatusky, 37, said his family wanted him to try going to college first, however.

He went to the University of Scranton, earned a master's degree in history and subsequently worked in the health insurance business for years.

He often traveled, didn't see his family enough and he said the return on his investment ""Just wasn't there.""

He decided to follow his dream to become an electrician.

Gatusky is in his final year of a five-year electrical apprenticeship where he gets on-the-job paid training as well as education at a training center that opened last year at 41 W. Church St., Nanticoke.

He has done electrical work for projects ranging from a water park to natural gas power plants to the PPL Center, an arena in Allentown.

Pointing out that he earns a higher salary with better benefits as an electrician, Gatusky said, ""I found myself much happier doing this and working with my hands.""

""It's a creative way to make a living. No day is the same,"" he said.

""You could use your mind, be creative and have a living that you could have pride in, not only from a paycheck perspective, but you could look at a building and say, 'You know what? I did that.'"".

The International Brotherhood of Electrical Workers Union 163 and Penn-Del-Jersey chapter of the National Electrical Contractors Association turned the former St. Stanislaus Catholic School in Nanticoke into a training center for electricians.

Training director John T. Nadolny said there is no cost for a five-year electrical apprenticeship.

Prior to opening the new training center, they rented space from Luzerne County Community College, he said.

Apprentices in the program receive technical training on Monday and Wednesday nights for three hours and occasionally Saturdays from September to April as well on-the-job paid training with contractors.

Their starting pay is about $12 an hour plus benefits for the first 1,000 hours.

Electricians have the potential to earn more than $34 an hour plus benefits for an entire family, he said.

""You earn while you learn and at the end, you get college credits,"" Nadolny said.

""You can go for an associate's degree, a bachelor's degree or a master's degree and get up to 60 credits for this five-year program.""

Over the five years of the program, Nadolny said apprentices receive 8,000 hours of on-the-job training.

""This isn't a job. It's a career,"" he said.

""It's not for everybody. It's hard work. It's very dangerous work. We teach them how to be safe.""

Electricians do outside work and inside work ranging from wiring homes, schools, hospitals, arenas and commercial, industrial and manufacturing facilities to lighting protection.

Nadolny said there is a big demand for electricians.

Good candidates have mechanical knowledge and are dependable, he said.

According to the U.S. Department of Labor Bureau of Labor Statistics, employment of electricians is projected to grow 9 percent over the next eight years.

As homes and businesses require more wiring, more electricians will be needed.

Becoming an electrician is a good high-paying alternative for interested applicants who don't want to take on the high debt of college, Nadolny said.

""Unfortunately, many of people who go to college end up with a quarter of a million dollars of debt when they're done and they work at McDonald's,"" he said.

""College isn't for everybody. Maybe some would do better in the trades.""

Mountain Top resident Jillian Henderson, 31, is in her first year of the electrical apprenticeship.

While being an electrician is not a traditional career for women, Henderson said she loves to work with her hands.

""You get to use your hands and your brains. It's the best of both worlds,"" Henderson said.

""My father is a contractor so it runs in the family.""

Wilkes-Barre resident Ernesto Tapia, 27, who also is in his first year of the apprenticeship, said he also loves working with his hands and doing something different every day.

""I can't stay in one spot,"" Tapia said.

""I can't sit inside. I've got to do different things, work inside and outside.""

People can apply for the apprenticeship on the first Monday of each month between 1 and 6 p.m. at 41 W. Church St., Nanticoke.

Applicants must be 18, be a high school graduate or have a GED and receive a satisfactory score on a Joint Apprenticeship and Training Committee test and resident in the Local 163 jurisdiction, which is mostly Luzerne County.

IBEW Local 81 has a training center with the same program in South Abington Twp. for Lackawanna County residents."
810,By Denise Allabaugh,1/22/2017 4:54 AM,"Young adults and dislocated workers throughout Northeast Pennsylvania have the opportunity to study a trade without incurring the tuition costs of a college education.

The Northeastern Pennsylvania Pre-Apprenticeship Training Program is being offered for out-of-school individuals, 18 to 24 years old, or dislocated workers.

The Luzerne/Schuylkill Workforce Investment Board Inc., in partnership with the Lackawanna, Northern Tier and Pocono counties workforce boards, established the Northeast Pennsylvania Regional Building and Construction Pre-Apprenticeship initiative.

The 130-hour program will provide an opportunity to 50 people to gain the knowledge and experience needed to pursue a career in the building trades.

The program also covers topics that are vital components in a career in manufacturing.

Participants will receive two additional certifications for forklift and flagger.

Christine Jensen, administrator of CareerLink in Luzerne County, said many local employers are recruiting for new employees with particular skills that are becoming harder to find.

The program teaches skills required to be successful in today's work environments, she said.

These skills include work readiness, math for the trades, Occupational Safety Hazard and Health Administration regulations and basic residential construction.

""This knowledge will enable participants to pursue a career in the building trades as well as in the manufacturing industry,"" Ms. Jensen said.

Classes will be held three nights a week, said Cathy Gerard, administrator at CareerLink In Lackawanna County.

Ms. Gerard said she has been reaching out to boys and girls clubs and YMCAs to attract young adults to the program who never had the opportunity to get the skills they need to get into the construction trades.

For information, call Ms. Jensen at 570-822-1101, ext."
812,James T. Madore,1/22/2018  12:04 PM,"The Joint Apprenticeship and Training Committee for Local 30 of the Operating Engineers union is offering applications for 25 stationary engineer apprenticeships from Monday through Feb. 2, officials said.  Applications can be obtained from the Local 30 office, 16-16 Whitestone Expwy. in Whitestone, Queens, from 9 a.m. to 2 p.m. on weekdays.  The forms must be returned via certified mail with a postmark no later than Feb. 16.

Applicants will be required to take a math test. The 50 people who score the highest will then take an aptitude test administered by the state Labor Department. Applicants who score below 85 percent on the math test will be disqualified."
813,Staff Report,1/23/2017  11:59 PM,"USA Truck is launching a new apprenticeship program aimed at helping military veterans transition into truck driving jobs.

The company?s Military Transition Apprenticeship Training Program is for military veterans eligible for GI Bill and post-9/11 employment training benefits. USA Truck President of Trucking Martin Tewari says the program allows veterans to receive Class A CDL training with no up-front costs. ?Plus, they can start employment at USA Truck while receiving earned benefits from the Veterans Administration of $1,200 per month or more for up to 15 months,? Tewari adds.  The program is in cooperation with the VA and the Department of Labor. USA Truck says military veterans already account for more than 21 percent of its employees."
817,Staff Report,1/23/2018  1:00 PM,"The Workforce Intelligence Network for Southeast Michigan (WIN) in Detroit today launched MIApprenticeship.org as part of the Advance Michigan Center for Apprenticeship Innovation (AMCAI) initiative ? a $4 million U.S. Department of Labor grant aimed at fostering and strengthening the registered apprenticeship network in southeast Michigan.

As part of the Labor Department?s mandate to create ?five million apprenticeships in five years,? the new website supports the initiative by acting as a central hub for employers, individuals interested in becoming apprentices, and partners that want to support apprenticeship efforts in Michigan to gain access to the resources they need when creating, maintaining, or joining registered apprenticeship programs. "
819,Tyler Clifford,1/23/2018 6:54 PM,"The Workforce Intelligence Network has launched a website to serve as a hub for employers and apprentices in Southeast Michigan in industries from manufacturing and robotics to health care and IT.  Miapprenticeship.org is part of the Advance Michigan Center for Apprenticeship Innovation initiative, WIN said in a news release. The initiative is funded by a five-year, $4 million grant from the U.S. Department of Labor, which is seeking to create 5 million apprenticeships in five years across the country, the release said.

The website offers a return on investment calculator for employers, a guide for operating registered apprenticeships and a hotline for information on programs. More than 40 employers and seven community colleges are participating in the initiative, which is expected to serve about 900 people seeking jobs in high-demand industries, WIN Executive Director Michele Economou Ureste said.  ""We are developing a competitive Michigan workforce trained for in-demand occupations,"" she said in a statement. ""The apprenticeship website is the first resource of its kind to help streamline the registered apprenticeship process both for employers and those seeking apprenticeship opportunities, while also dispelling myths and stigmas that have hindered our state's economic growth."""
820,Staff Report,1/24/2017  10:00 AM,"Truckload carrier USA Truck Inc. is expanding its outreach efforts to U.S. military veterans by launching their Military Transition Apprenticeship Training Program in cooperation with the U.S. Veterans Administration and the Department of Labor.  ?Our military apprenticeship training program is for transitioning service members eligible for GI Bill/post 911 employment training benefits,? said Martin Tewari, president, trucking. ?The program enables eligible veterans to receive Class A CDL training with no upfront costs. Plus, they can start employment at USA Truck while receiving earned benefits from the Veterans Administration, of $1,200 per month or more for up to 15 months.?

USA Truck reports a record of outreach to military service members making the transition to civilian life, with military veterans accounting for more than 20% of USA Truck team members. The carrier?s other efforts include Hiring Our Heroes and Employer Support of the Guard and Reserve. Also, the company recently received the Pro Patria Award from the ESGR for outstanding leadership and practices, including adopting personnel policies that make it easier for employees to participate in the National Guard and Reserve, USA Truck says."
821,John Lovett,1/24/2017  12:01 AM,"USA Truck in Van Buren, a national logistics company, has launched its Military Transition Apprenticeship Training Program to expand its outreach with U.S. military veterans.  The program is for transitioning service members who are eligible for GI Bill and post-9/11 employment training benefits. According to Martin Tewari, president of trucking at USA Truck, the program enables eligible veterans to receive Class A Commercial Driving License training with ""no upfront costs.""

With cooperation from the U.S. Veterans Administration and the Department of Labor, the program allows veterans to start employment at USA Truck while receiving earned benefits from the VA of $1,200 per month or more for up to 15 months, Tewari noted in a news release.  According to Steve Brantley, director of driver recruiting for the Arkansas Trucking Association, training to earn a CDL can cost in the $4,000 to $6,000 range. First-year truck drivers in Arkansas earn on average between $30,000 and $35,000 but with a few years on the road can earn in the $45,000 to $50,000 range, Brantley added."
824,Terri Brewer,1/24/2018  8:37 AM,"Mercedes-Benz U.S. International, Inc. (MBUSI) is accepting applications for its Mercedes-Benz Mechatronics Apprenticeship Program.  Candidates have until Friday March 30, 2018 to apply. The program starts in August of 2018.

The Mercedes-Benz Mechatronics program involves seven terms of instruction at Shelton State Community College.  Students will attend classes at Shelton four days per week, and experience operational insights and daily procedures at the plant a minimum of one day a week.  The top percentage that successfully completes the program will advance to MBUSI and earn a full-time job in Production. 

[Editorial note:  View video at source link]"
827,David Schuyler,1/24/2018 5:34 PM,"The Milwaukee Institute of Art & Design is introducing an apprenticeship program for design graduates that the Milwaukee college said is the first of its kind in the country.  The program, called Designship, is a professional development program intended to provide management training for designers and help companies retain creative talent and equip designers for leading roles in a creative economy, MIAD said in a press release.

Designship emerged from a 2-year development process with input from regionally based professional designers and a national survey of the design industry. A $3 million American Apprenticeship Initiative grant from the U.S. Department of Labor financed the development of the program and will pay for the training and coursework of the first 300 Designship participants. Coursework is valued at $25,000, comparable to a Wisconsin-based executive-level training program, MIAD said.  ?We saw a need in our industry to help drive the creative economy,? said Jeffrey Morin, president of MIAD. ?This program builds off of our college?s long-term success of collaborating with businesses in undergraduate mentoring, projects, internships and hiring. The success of this program will improve southeastern Wisconsin's economy and reduce demand for outsourced employment.?"
831,Staff Report,1/25/2017  7:03 AM,"Ozarks Technical Community College has received a $75,000 grant through the U.S. Department of Labor ApprenticeshipUSA State Expansion Grant program. The grant, established in partnership with the Missouri Division of Workforce Development, will help the college develop and implement strategies that support the expansion of registered apprenticeship programs.

The funds allow OTC to create a full-time, 16-month apprenticeship specialist position that focuses exclusively on the creation of new registered apprenticeships within the manufacturing and health care sectors of the college?s 12-county service region. These sectors were identified as targets due to the high-demand, high-wage jobs available throughout southwest Missouri."
835,Michael Woyton,1/25/2018 3:04 PM,"Ten graduates of the first class of the Don Bosco/P2A Pre-Apprenticeship Pilot Program were honored recently in a ceremony at the County Office Building in White Plains. Westchester County Executive George Latimer was on hand to present the graduates with a certificate of training for completing a 140-hour course in pre-apprenticeship training.

Latimer said he was humbled by the hard-working men and their accomplishment.  ""These graduates are sending a powerful message to people who may be struggling in their career. They are saying that it doesn't matter your struggles ? you can study hard and succeed, providing a better future for you and your family,"" he said.  The program is the first of its kind in Westchester, paid for with a private grant. More than 100 candidates applied for the four weeks of instruction, which focused on job readiness as well as other skills necessary to enter the unionized construction industry."
845,Staff Report,1/29/2018  4:00 PM,"Department of Labor and Industry Deputy Secretary for Workforce Development Eileen Cipriani continued the Wolf administration?s ?Jobs that Pay? tour today at the Gettysburg Campus of HACC, Central Pennsylvania?s Community College, and announced a new industrial manufacturing technician apprenticeship.  ?Employers across Pennsylvania need trained and skilled workers and apprenticeships give young people and experienced workers the chance to earn while they learn,? said Gov. Tom Wolf. ?Creating new apprenticeship programs not only helps meet the needs of regional employers, but provides job seekers with training that leads to family-sustaining jobs.?

After the tour concluded, Cipriani announced the department?s Apprenticeship and Training Office approved a second cohort of HACC?s Industrial Manufacturing Technician Apprenticeship Program. The apprentices learn quality, production and maintenance skills.  ?Apprenticeship programs like this are a great example of state agencies, education and local businesses collaborating to help meet regional employment needs,? said Cipriani said. ?These types of partnerships are a win-win for employees as well because they help direct valuable training dollars to the industries and sectors that are actively seeking skilled workers.?  Representatives from SCPa Works and Hanes Pure Protein joined on the tour of classrooms and a mechatronics lab."
847,Ammar Campa-Najjar,1/3/2017  5:06 PM," Donald J. Trump is going to have a busy 2017. He's staying on as executive producer of ""Celebrity Apprentice"" while becoming the 45th Chief Executive of the United States. If there's one redeeming quality the president-elect possesses, it's that he's never met a marketing opportunity he couldn't resist. I have an offer he can't refuse.  Sitting on my old desk at the Department of Labor right now is a memo detailing a ready-made, low risk, high reward and bipartisan federal jobs program that bears a similar name to Trump's television program. It's called Registered Apprenticeship.

""Apprenticeships,"" explains U.S. Secretary of Labor Tom Perez in a statement, ""are a time-tested, earn-while-you-learn model that helps create opportunities for American workers to succeed while providing employers with the reliable pipeline of skilled talent they need to thrive in today's global economy.""  It almost sounds too good to be true: Someone hires you, trains you and unlike most internships, you're earning a living wage while learning. And unlike college, apprenticeship is ""education without the debt,"" as Secretary Perez frames it, with a guaranteed job at the end of the program. Apprentices gain while they train. "
851,Craig Guillot,1/3/2018 6:29 PM,"Manufacturers are continually seeking new ways to bolster their ranks and fill the talent gap.  While many already have relationships with trade schools for college-aged candidates, they're gaining momentum to engage students in the K-12 system with hands-on opportunities.  Apprenticeship Carolina, a division of the SC Technical College System, is one of the fastest-growing apprenticeship programs in the U.S. The Charleston Regional Youth Apprenticeships program at Trident Technical College brings industrial apprenticeships and technical programs to high school juniors as young as 16 years old.

Melissa Stowasser, Dean and Director of High School Programs at Trident Technical College, said the school was approached by a German-based company in 2013 with the idea of starting an apprenticeship program for youth.  They started the program in the fall of 2014 with six companies and 13 students.  Students go to high school in the mornings, take career-specific courses at the college in the afternoons, then work part-time.  By the time students graduate high school, they have an industry credential from the U.S. Department of Labor and two years of work experience and field training."
857,Staff Report,1/30/2018  5:00 PM,"Governor Inslee delivered his annual State of the State Address to the Washington State Senate and the State House of Representatives on January 9, 2018.  During his speech, Governor Inslee spent a few minutes highlighting his Career Connected Learning initiative, his trip to Switzerland and AJAC?s inaugural Youth Apprenticeship program, ?You can go to Tacoma and see for yourself how this works. It was a joy last year to celebrate our state?s first 15 registered youth apprentices as they prepared to launch rewarding careers in aerospace. Let?s expand that opportunity, as well as apprenticeship programs for our veterans and other Washingtonians, in the coming years,? Inslee said.

Since Tacoma launched its first Youth Apprenticeship program, AJAC has implemented similar programs at West Valley High School (Yakima), Snohomish High School and secured partnerships with Puyallup High School, Shadle Park High School (Spokane School District) , Sno-Isle Tech Skills Center, Everett School District and the Mukilteo School District ? all whom expect to launch their AJAC in 2018."
858,Natalie Wilson,1/30/2018  7:10 PM,"Free college and a paycheck.  Those are two of the incentives that Guilford County high school juniors and seniors can look forward to through a local apprenticeship program.  Guilford Apprenticeship Partners or GAP, offers students the opportunity to learn a skilled trade, earn a degree without the burden of tuition, and get paid while working with a company.  ?You?re getting a two-year associate degree from GTCC, you?re getting a journeyman certificate, which is portable to all 50 states, so you?re getting a great foundation that?s recongized nationwide,? GAP Chairman Todd Poteat said.

Poteat says the program has grown with more than 22 companies currently participating and the ability to assist 60 apprentices this year.  Jesse Puente and Garrison Weavil are apprentices at Machine Specialties, Inc. in Whitsett.  They have valued how the company has allowed them to have access to different departments, learning different tasks ? even when it came to operating equipment."
859,Staff Report,1/30/2018  9:00 AM,"Four seniors from Washington County Technical High School became apprentices through the Washington County Public Schools (WCPS) Youth Apprenticeship Maryland Program in the month of December. Each student will complete 450 hours of mentored on-the-job instruction at a participating employer.  Brandon Hammett is a cell phone repair technician at Jay Reece Mobile Repair. Casey Kelly is an operations assistant at Beacon Grace, LLC. Kylin Jones is working at Bopat Electric Company, Inc. and Michael Selby is working at TEI Electrical Solutions, both as electrical apprentices.

WCPS Youth Apprenticeship Maryland brings students from Washington County Public Schools and employers together to create a pipeline of skilled and qualified labor by providing on-the-job training and related classroom instruction to eligible high school students.  WCPS is building partnerships with local employers as part of the Youth Apprenticeship Maryland Program."
865,Jillian Hamilton,1/31/2017  6:00 AM,"The benefits of education versus experience have long been debated, but with the Department of Labor?s (DOL) Apprenticeship Program, ApprenticeshipUSA, participants can build a resume while gaining on-the-job experience. This is especially good news for veterans.

A registered apprenticeship provides a win-win for employers and apprentices. Apprentices have the ability to ?earn and learn,? and employers have an opportunity to train up the next generation of workers at a reduced cost. DOL?s ApprenticeshipUSA program helps employers recruit, train, and retain a quality and dedicated workforce.  The idea of apprenticeship isn?t out of date. In fact, it is growing. Nationwide, as of Fiscal Year 2016, there were over 505,000 apprentice?s in the ApprenticeshipUSA program. In Fiscal Year 2016, 49,000 participants graduated from the program.  Right now, there are more than 21,000 registered apprenticeship programs across the U.S. The idea of earning and learning is growing each year. "
866,Charles Ewing,1/31/2017  9:11 PM,"Jaeco Precision began as a two person operation in the late 90s. Now the Randolph County manufacturer has 18 workers. They ship molds and custom parts to aerospace, electronics and medical companies all over the world. One of Jaeco Precision founders, Jeff Callicutt, says there's only one thing that can slow the growth of high-skilled manufacturing companies in Randolph County.  ""They want skilled help. It's hard to find,"" Callicutt said.

Nowadays, it takes a degree to design and build a product and run the machines. So in order to help companies find future workers, Randolph County Schools and other educational partners and businesses are sponsoring Apprenticeship Randolph. The program will take high school junior and seniors and pair them with 12 high-skill manufacturing companies.  ""They will be able to come in and see all the equipment,"" Callicutt said. ""See the guys and the skill they have. I think it will be great to see all that goes on. They never seen that before.""

[Editorial note:  View video at source link]"
869,Justin Razavi,1/4/2018  2:06 PM,"Governor Scott Walker spoke to students at Kimberly High School Friday morning about a program he says is a job creator in Wisconsin.  The Youth Apprenticeship Program, which is administered by the Department of Workforce Development, combines academic and technical instruction with hands-on, mentored job training to high school students, in a variety of areas like agriculture, manufacturing, information technology, finance, health science, and several others.

The governor says the program is an investment in the state's workforce and creates new jobs in Wisconsin.  ""We see industry-wise, I.T., healthcare, hospitality, agriculture, education, law enforcement, are all areas where there's shortages out there,"" Walker said. ""And so the more opportunities our students have, be it through our youth apprenticeship program, or other programs... an opportunity to job shadow, to intern, all those sorts of things are good, and it's just a good opportunity, so I think there's gonna be rapid growth around the state.""  Walker also said the program's benefits include getting students into the workforce earlier, allowing them to obtain college credits while in high school, and perhaps most importantly, giving them a good idea of what careers are right for them."
872,Tori James,1/4/2018 9:06 PM,"Just approved plans to blaze a new fire science career pathway from Mother Lode high schools aim to ignite interest towards serving increased related industry needs.  According to Columbia College Dean Klaus Tenbergen, the school?s Career Technical Education and Economic Development Department head, this week his office received a formal ?intent to award? notification of a two-year grant totaling just under a half-million dollars from the California Community College Chancellor?s Office (CCCCO) Workforce and Development Division, which is part of the new California Apprenticeship Initiative. Aimed at broadening the range of apprenticeship and pre-apprenticeship programs for California workers, once awarded, the local monies are earmarked to fund a Mother Lode community-wide Fire Science Pre-Apprenticeship Initiative program.

A self-described product of an apprenticeship himself, Tenbergen knows firsthand about the benefits of enabling on-the-job training opportunities. Within the past three-plus years that he has served as dean, leveraging key community partnerships he spearheaded three other grant applications that have created apprenticeship paths.  ?Now we are probably the only college in the U.S. who has very unique apprenticeship and pre-apprenticeship programs in hospitality, fire science, early childhood development and automotive?to provide qualified workers for their industries,? Tenbergen enthuses.  These programs are now being implemented in partnership with major hospitality employers, Rush Creek and Evergreen lodges and Black Oak Casino and Resort; early education program providers through Amador-Tuolumne Community Action Agency (ATCCA); and local automotive industry operators."
877,Louise Wrege - Hp,1/5/2018 6:36 AM,"ST. JOSEPH - The demand for trained workers is growing in Southwest Michigan, and the Michigan Laborers' Training and Apprenticeship Institute is opening in the Hilltop Center in St. Joseph to help fill that need.

The first class, which starts Monday, is a 30-hour Occupational Safety and Health Administration training course that teaches health and safety awareness to reduce the risk of workplace hazards.

""We specialize in safety training,"" said Jeff ""Wilee"" Smrz, site manager for the new facility.

""We do several different classes, including OSHA, road work safety, flagging, things of that nature that are just safety-oriented classes.""

He said many people are surprised to learn that road construction flaggers have to take a class.

""You don't want the guy standing on the road telling you when to go and when not to go if he doesn't know what he's doing,"" Smrz said.

""Michigan has some very extensive regulations on that. It's not a very long class, but it's still a class to get them to know the proper regulations of how to set the signs on the road, how to do lane closures.""

""You want them to maintain the safety of the public,"" he said.

""You want them to maintain the safety of the crew.""

Smrz said a class on asbestos removal requires 40 hours of class time and 600 hours of apprenticeship.

He said OSHA training is required in many states, but not in Michigan.

He said many contractors want their workers to have the OSHA training anyway.

""In the long run, a more educated construction worker, whether union or nonunion, is a safer construction worker,"" he said.

""A safer construction worker saves the contractor money.""

MLTAI, which is nonprofit, is part of the Laborers' International Union of North America, which has more than 70 training centers throughout the country.

MLTAI has three training centers in Michigan - Iron Mountain, Perry and Wayne.

Smrz said the St. Joseph center is the first one to open since the 1990s.

He said classes are free of charge, even to nonunion members.

He said contractors pay an hourly rate for every hour a union member works to go into the education fund.

Training is offered in commercial, highway and underground construction and in environmental remediation.

""All the oil spills that happened the last few years, a large portion of those were our people cleaning them up,"" he said.

Smrz said their busiest time is January through April.

""We are swamped with members who have worked summer construction ... and they want to improve their skills,"" he said.

""They want to have their up-to-date and make themselves more marketable.""

Benton Harbor resident Arlandar Washington - who serves as the business manager of Laborers' Local Union 355 - said he's been trying to get a training facility on the west side of the state for almost 20 years.

He said having a training center in St. Joseph means people in this area won't have to drive to the Lansing area to get training.

He said the union provides contractors with laborers that are needed to complete jobs.

""Our signatory contractors, when they come into the area, they bring some of their core guys with them,"" Washington said.

""But when they have to expand their crews, they tend to get them from the local jurisdiction that they're working in.""

Washington and Smrz were in agreement that having local skilled people working with contractors is a benefit to everyone.

""It keeps a lot of the local people working and keeps the money in the community,"" Smrz said.

Washington added: ""We want to help the community out. We do have the skills to train workers to be safe on the job and do the job right the first time.""

More information can also be found on the Facebook page: Laborers Local 355."
